Name;CJ1;CJ2;CJ3;CS1;CS2;CS3;GM1;GM2;GM3;GP1;GP2;GP3
Group;CJ;CJ;CJ;CS;CS;CS;GM;GM;GM;GP;GP;GP
89.95522267;0.00119267;0.000146994;0.001008252;0.000246716;0.000269456;0.000857752;0.000673691;0.000658301;0.000858701;0.000777249;0.000791103;0.000792706
90.06462518;0.000877638;0.000715156;0.000691421;0.0018805;0.001387267;0.000673515;0.000553893;0.000532057;0.000697854;0.000628124;0.000637814;0.000631352
91.05608307;0.012365302;0.008423047;0.01172185;0.010459591;0.008149058;0.011235182;0.003187889;0.001247981;0.002531684;0.003615198;0.003671936;0.003197419
92.058138;0.001611919;0.001625342;0.001426001;0.002565315;0.002015704;0.001413674;0.001194992;0.000563802;0.000982241;0.001325955;0.001282829;0.001192536
93.03321101;0.033306107;0.030929537;0.04129884;0.034892149;0.029381992;0.039048384;0.021648814;0.020466705;0.020311946;0.020465879;0.019337795;0.021008783
94.01727121;0.002418061;0.002054723;0.002643465;0.003300446;0.002770591;0.002479954;0.005450236;0.00560377;0.005528658;0.005157609;0.004657051;0.005488429
95.0868978;0.014554855;0.011331999;0.013411169;0.012956607;0.009677093;0.013309138;0.00492827;0.003713747;0.003996782;0.006006513;0.006283151;0.005237626
96.09055439;0.003262176;0.002476292;0.002995622;0.003462965;0.00251467;0.002838248;0.001547643;0.001341996;0.00128203;0.00184457;0.001819736;0.001570693
97.1037693;0.009760542;0.006117999;0.009017869;0.007502066;0.005828288;0.008776815;0;0;0;0;0;0
97.97301375;0.000899033;0.000583319;0.00154472;0.002039107;0.002059073;0.001755204;0;0;0;0;0;0
98.09831259;0.006119029;0.004327701;0.005409354;0.005356871;0.004307799;0.005060634;0;0;0;0;0;0
99.00967917;0.020636631;0.013672169;0.017478101;0.015525304;0.011888155;0.017110372;0.001906956;0.001927818;0.001768661;0.002639285;0.002475652;0.001668899
100.1133108;0.037251541;0.026689962;0.034664742;0.031340603;0.023230822;0.033825603;0.00836869;0.008989336;0.008096001;0.010715124;0.010113952;0.008865363
101.0411021;0.010694069;0.007027524;0.012064321;0.009072595;0.00712177;0.011368157;0.001315833;0.001571171;0.001336677;0.001452914;0.001450061;0.001149075
102.0289856;0.011041004;0.005263732;0.00714949;0.006578672;0.005423026;0.006882741;5.09E-05;0;0;0;0;0
103.0463762;0.029234792;0.016048951;0.032807681;0.018439884;0.015924111;0.031252392;0.004516214;0.004144013;0.004309569;0.004709788;0.00550544;0.005377744
103.9947355;0.001713812;0.00119635;0.002188859;0.002603511;0.002201106;0.002101316;0.001714288;0.001525596;0.001727212;0.001941995;0.002118606;0.002010619
105.0359354;0.015800289;0.01266094;0.014829773;0.014561012;0.011098632;0.014159782;0.001910217;0;0.001650615;0.004647593;0.003119666;0.003308837
106.0684687;0.004997539;0.004040132;0.004882759;0.005938479;0.004670539;0.005114725;0.000885495;0.000290554;0.000795411;0.001923246;0.001378294;0.001397176
107.053746;0.038375431;0.027950928;0.04088183;0.026082031;0.023589892;0.038121946;0.013459791;0.012136346;0.013107074;0.012447362;0.011187285;0.013512512
108.0519518;0.002813376;0.002678628;0.002970849;0.003815241;0.003538865;0.002881143;0.002957796;0.002825563;0.002773152;0.002743445;0.002356787;0.002993783
109.1026684;0.020185631;0.012269961;0.017673021;0.013874361;0.010735812;0.016920566;0.006213825;0.004806462;0.00455449;0.008291004;0.008331493;0.006667447
110.1061183;0.004137461;0.003130854;0.00340605;0.00416559;0.003076681;0.003215397;0.001493531;0.001356942;0.000992305;0.00159079;0.001754077;0.001422814
111.0845576;0.020643353;0.012637902;0.016889873;0.016502763;0.011309974;0.016258546;0.006936004;0.006385773;0.006259032;0.008031926;0.007866875;0.007388142
112.0731686;0.001747563;0.001416571;0.001682881;0.003991131;0.002706909;0.001483805;0.0018662;0.00181446;0.001786929;0.0024786;0.002029391;0.002142202
113.0619514;0.007667511;0.005889425;0.00767123;0.007837866;0.006441068;0.007515649;0.000140652;5.69E-05;0.000172435;0;0;6.53E-05
114.0943347;0.009564549;0.00672198;0.007975101;0.009048496;0.006867457;0.00758921;4.26E-05;1.96E-05;6.28E-05;0;0;2.04E-05
115.0122181;0.012658823;0.007469674;0.011505567;0.008034056;0.006681344;0.011100019;0;0;0;0;0;0
116.0318679;0.00850919;0.005433024;0.007083792;0.006789994;0.005783467;0.006345081;0.005350529;0.005146166;0.004685999;0.004514122;0.004232768;0.004664831
117.0512949;0.034552709;0.025092039;0.031560941;0.027006806;0.021444601;0.03192686;0.012456621;0.01149674;0.012303588;0.015173663;0.014713748;0.012540014
118.0229844;0.005398562;0.004078358;0.004190241;0.00558845;0.004331922;0.004082098;0.003045049;0.003289942;0.002979995;0.003872519;0.003425973;0.003034688
119.0599673;0.015145944;0.00882196;0.017764237;0.010980413;0.008293806;0.016205715;0.001651966;0.001567311;0.00100225;0.002468132;0.002618871;0.002065509
120.0778175;0.00282695;0.00211358;0.001743318;0.003592856;0.00287868;0.001720834;0.0005666;0.000510619;0.000354777;0.000830226;0.000849625;0.000700111
121.0330498;0.032574266;0.026140447;0.032606339;0.027014048;0.024152849;0.034566798;0.018969435;0.018648036;0.018255543;0.018374346;0.018281303;0.01832456
122.0841509;0.004682249;0.003673751;0.004069116;0.005390672;0.004621298;0.003877275;0.005095724;0.00458553;0.004700427;0.004516327;0.004445563;0.004399802
122.9709785;0.014436337;0.00677181;0.008786476;0.008576242;0.00726965;0.008359181;0.00032614;3.42E-05;0.000223634;0.001379183;0.001354977;8.18E-05
123.1198396;0.012958354;0.00908705;0.012029554;0.010848892;0.008276952;0.010879926;0.000421814;1.14E-05;0.000286262;0.001749907;0.001716671;0.000103401
124.114234;0.002619197;0.002122426;0.002411147;0.003399837;0.002379466;0.002329215;0.0001205;0;7.24E-05;0.000378879;0.00036441;2.35E-05
125.0938459;0.013092241;0.008788993;0.013132085;0.0106605;0.009871561;0.012373294;0.006004983;0.005873032;0.005510294;0.005161856;0.005333378;0.005620915
126.0526337;0.003442465;0.002754145;0.002951394;0.00517247;0.004193477;0.002847744;0.001418067;0.001310444;0.001354714;0.001475428;0.001220607;0.00141093
127.0396336;0.010878051;0.008760131;0.009499522;0.010806897;0.008988606;0.00885974;0.001733659;0.001802161;0.001715137;0.001809845;0.001514876;0.001595405
128.0646835;0.009534997;0.007127145;0.009316881;0.009489179;0.007528821;0.008620353;0.000423643;0.000390553;0.000460725;0.000420728;0.000303928;0.000367821
129.0156001;0.018870496;0.010235132;0.031369541;0.010835529;0.009544491;0.029307307;0;0;0;0;0;0
130.0105836;0.008369002;0.00551673;0.008190761;0.00804473;0.006996987;0.007501222;0.002526661;0.002446117;0.002104973;0.001870261;0.001727301;0.00203774
130.1631324;0.006347438;0.005808061;0.006069003;0.00699322;0.005603686;0.006588624;0.00296162;0.002864052;0.002475802;0.002190507;0.00202147;0.002387591
130.577682;0.000135529;0.000131118;0.000114614;0.000116616;7.40E-05;3.92E-05;0.004138915;0.004050909;0.003479796;0.00306036;0.002825452;0.003297814
130.9950666;0.026553652;0.017193459;0.01995929;0.018726716;0.016206997;0.019475616;0.002566559;0.0024336;0.002425343;0.002069256;0.002001223;0.002124332
131.9712996;0.003853216;0.001956171;0.005080767;0.004219079;0.004154558;0.004477175;0.000805107;0.000741629;0.000810012;0.000683594;0.000673152;0.000663299
133.0522806;0.027689954;0.016949093;0.029309382;0.021153275;0.017587658;0.027256882;0.011542939;0.011092031;0.010875985;0.01322006;0.013137376;0.01199457
134.0542163;0.004978621;0.003264742;0.003590832;0.005286951;0.004323618;0.003617196;0.003462282;0.003406531;0.003239599;0.003543567;0.003431334;0.003193246
135.0265995;0.024054446;0.017874716;0.021786273;0.01857409;0.016374345;0.020979246;0.006904348;0.007418449;0.006908777;0.006380045;0.00644855;0.007487486
136.1410276;0.034856586;0.02349777;0.03321412;0.02660048;0.0203787;0.032052397;0.009538571;0.00924105;0.009325235;0.010209933;0.010131956;0.010307296
136.987116;0.018115297;0.010995983;0.013459614;0.011795735;0.010443378;0.013383331;0.001760948;0.001787713;0.001730359;0.001800451;0.001718483;0.001828644
