"","CJ2_1","CJ2_2","CJ2_3","CS2_1","CS2_2","CS2_3"
"Label","CJ","CJ","CJ","CS","CS","CS"
"452.8823591","-2.3836552","-0.3065125","-2.4625146","-3.1042890"," 4.1790060"," 4.0779652"
"462.1447025","-0.4551700"," 1.9709661","-0.7602912","-0.1255686","-0.4675591","-0.1623772"
"463.1546057"," 2.188118","-2.768379"," 1.898460"," 1.821328","-5.428835"," 2.289308"
"467.1086555"," 0.1628463"," 1.5563344","-0.6616924","-0.2541441","-0.2989454","-0.5043987"
"468.1092027","-0.04827135"," 1.63853921","-0.07505435","-0.55786619","-0.59835196","-0.35899537"
"469.1082849","-4.097922","-2.020779"," 3.759763"," 3.289611"," 3.261186","-4.191858"
"469.2989653","-0.01948264"," 2.10784568","-0.26701656","-1.03409773","-0.49838193","-0.28886682"
"470.2506552"," 3.113419","-1.384392"," 3.361474","-4.182168","-4.044848"," 3.136515"
"482.5081681"," 0.6604512","-3.9125106"," 0.7095832"," 0.4136607"," 0.8596566"," 1.2691589"
"503.117517","-0.1457218"," 1.9016601","-0.3802155","-0.4123627","-0.6110008","-0.3523592"
"504.1175996"," 0.19841111"," 1.71267845","-0.86534517","-0.41220751","-0.59808506","-0.03545182"
"505.1126155"," 0.0235288"," 1.7319928","-0.5493436","-0.3885305","-0.5732631","-0.2443844"
"507.2630755"," 1.0668134","-3.9775114"," 1.0266644"," 0.4404137"," 0.5915115"," 0.8521084"
"519.1468301"," 0.01187082"," 1.39622174","-0.30705704","-0.29278812","-0.46427632","-0.34397109"
"520.1490806","-0.03808047"," 1.69584644","-0.19841746","-0.84231017","-0.61776717"," 0.00072882"
"521.1463811","-0.34036174"," 1.86965702","-0.66548214","-0.31134913","-0.45737298","-0.09509103"
"522.1451476"," 1.829140","-2.436360"," 2.000150"," 1.721426","-5.096816"," 1.982460"
"523.149743"," 6.234797"," 6.593327","-2.916705","-3.558479","-3.421159","-2.931782"
"536.1757406"," 0.3743809"," 1.5326260","-0.1601438","-0.5886363","-0.8096515","-0.3485752"
"537.1767081","-0.367334318"," 1.726997835"," 0.004413134","-0.564310505","-0.762819405","-0.036946741"
"538.1728258"," 0.3316682"," 1.7674999","-0.5042498","-0.4047110","-0.6110828","-0.5791246"
"539.174113"," 0.9375866","-3.7768948"," 1.2558471"," 0.6225677"," 0.4732118"," 0.4876816"
"541.1305284","-0.48683793"," 1.90441448"," 0.05291246","-0.51914070","-0.45763021","-0.49371810"
"542.1299461","-0.74463962"," 1.69987087","-0.02946666","-0.64040516","-0.56280599"," 0.27744656"
"543.1265137","-0.72604758"," 1.71493585"," 0.10008373","-0.57195858","-0.49359337","-0.02342005"
"556.2853951"," 0.1967592"," 1.3128661","-0.5088345","-0.3974660","-0.2360618","-0.3672630"
"557.2903463"," 0.0246603"," 1.4336731"," 0.3217529","-0.7914606","-0.6191859","-0.3694398"
"558.2921476","-0.15359211"," 1.49781389","-0.02259761","-0.52009616","-0.30885725","-0.49267076"
"561.1137132"," 4.5081365","-0.2817305","-2.4377327"," 3.6063233","-2.9421869","-2.4528097"
"577.136755"," 0.9857400","-3.4714421"," 0.4602840"," 0.6274159"," 0.4907636"," 0.9072386"
"578.2335908"," 1.929706"," 4.153690"," 1.956965","-5.203765","-5.066444"," 2.229849"
"579.1843546"," 2.964090","-1.001400"," 2.733953","-3.799177","-3.661857"," 2.764391"
"580.2457518","-0.0773922"," 1.1676574"," 0.2566755","-0.8019826","-0.5762855"," 0.0313274"
"581.2460402","-2.10645566","-0.02931295"," 3.85524548","-2.82708950","-2.68976927"," 3.79738190"
"593.1666768","-0.1717031"," 1.8646453","-0.3117380","-0.2596022","-0.3848654","-0.7367367"
"594.1881605","-0.2488352"," 1.8642317","-0.2481033","-0.6012728","-0.6339197","-0.1321008"
"595.1879135"," 1.948798","-2.106297"," 1.570878"," 1.569418","-4.766753"," 1.783956"
"610.1953674"," 0.2327539"," 1.6789376","-0.1528383","-0.6301176","-0.8034731","-0.3252626"
"611.1967676","-0.37082824"," 1.29466303"," 0.06261461","-0.36985828","-0.52396577","-0.09262534"
"612.1934179"," 0.1319475"," 1.6102701","-0.2210110","-0.5857549","-0.7292486","-0.2062031"
"613.1952084"," 1.886852","-2.030343"," 1.585898"," 1.575454","-4.690799"," 1.672938"
"615.1514853","-0.09919562"," 1.76151559","-0.40656759","-0.56357186","-0.53233530","-0.15984522"
"616.1509237"," 1.972179","-2.212958"," 1.862240"," 1.353651","-4.873415"," 1.898303"
"617.1478409"," 2.738265","-0.921635"," 2.464202"," 2.393974","-3.582091","-3.092714"
"624.2480641"," 1.576935","-2.234400"," 1.793634"," 1.972595","-4.894856"," 1.786091"
"625.249888","-2.08716141","-0.01001871"," 3.36082825"," 3.58792478","-2.67047503","-2.18109788"
"626.2500682","-0.15892758"," 1.52657973"," 0.02644261","-0.33765204","-0.43474155","-0.62170116"
"627.2519993","-1.9265905"," 0.1505522"," 3.3949873","-2.6472243","-2.5099041"," 3.5381794"
"663.4633594"," 0.01303095"," 0.95881355","-0.21360657","-0.68848798","-0.38468501"," 0.31493507"
"664.4658758"," 2.055017","-1.933914"," 1.634552"," 1.065473","-4.594370"," 1.773243"
"667.1871875"," 1.973121","-1.775881"," 1.653675"," 1.523963","-4.436338"," 1.061460"
"668.1927225"," 2.1790410","-0.7217027"," 2.5766413"," 2.2409615","-3.3821591","-2.8927819"
"669.185422","-1.7598759"," 0.3172668"," 3.0735220","-2.4805098","-2.3431895"," 3.1927864"
"676.2347051"," 2.478675","-0.663616"," 2.532939","-3.461393","-3.324072"," 2.437467"
"684.2155697","-0.27910541"," 1.67143948"," 0.09601941","-0.51345691","-0.67386017","-0.30103640"
"685.2815038"," 0.06313051"," 1.63763660"," 0.05489112","-0.79391560","-0.92923338","-0.03250925"
"685.4521007","-2.2449849","-0.1678422","-2.3238443"," 3.3306767"," 3.7449161","-2.3389214"
"686.2789701","-0.09304515"," 1.53329153","-0.44085589","-0.30426406","-0.43082692","-0.26429950"
"687.2109472"," 1.529681","-1.434363"," 1.433462"," 1.242082","-4.094819"," 1.323957"
"689.1721518","-0.2818016"," 1.8033012","-0.3856253","-0.4644602","-0.4619756","-0.2094385"
"690.1718449"," 2.5134257","-0.4613585"," 2.0922083","-3.2591351","-3.1218148"," 2.2366744"
"698.2658441"," 1.109811","-1.457784"," 1.449636"," 1.515197","-4.118240"," 1.501381"
"741.2067711"," 0.3102889"," 2.7024477"," 0.2683433"," 0.4986722","-4.7719505"," 0.9921983"
"742.2057178"," 0.5065336"," 2.5866685"," 0.5492309"," 0.2697357","-4.5298406"," 0.6176720"
"743.2049333"," 1.5181709","-0.0827847"," 2.0661756","-2.8805612","-2.7432410"," 2.1222405"
"758.2363719","-0.34586040"," 1.68541816","-0.02028929","-0.47729750","-0.54714109","-0.29482989"
"759.2364223","-0.5076317"," 1.6644379","-0.1555703","-0.5245433","-0.5891288"," 0.1124362"
"760.2338226","-0.4117894"," 1.6917831","-0.3680523","-0.3809422","-0.4042198","-0.1267793"
"761.2358727"," 1.69148364"," 0.08784609"," 1.55748552","-2.70993046","-2.57261023"," 1.94572543"
"763.1916357"," 1.88024784","-0.04128105"," 1.61473288","-2.83905760","-2.70173737"," 2.08709530"
"764.1946844"," 1.5394342"," 0.1476233"," 1.6348857","-2.6501533","-2.5128330"," 1.8410432"
"803.5583253"," 1.2609653"," 0.2253302"," 1.5933755","-2.5724463","-2.4351261"," 1.9279015"
"815.2291176","-0.1523030"," 1.6903223","-0.2781434","-0.4503528","-0.4047958","-0.4047273"
"816.2270185"," 0.1524248"," 2.4684395"," 0.5229915"," 0.2365096","-3.9488447"," 0.5684793"
"817.2216659"," 0.3615454"," 2.7429541"," 0.2199572"," 0.3777457","-3.9777511"," 0.2755486"
"831.5898778","-1.1154249"," 0.9617178"," 1.8225909","-1.8360587","-1.6987385"," 1.8659134"
"832.2545171"," 0.1900086"," 2.4982428"," 0.4079515"," 0.3032351","-4.0351948"," 0.6357568"
"833.2597846"," 0.61298399"," 2.77345079"," 0.08076092"," 0.08318867","-3.94958961"," 0.39920524"
"834.2531291"," 0.9617036","-0.4378993"," 0.8305330"," 0.7166711","-3.0983556"," 1.0273471"
"837.1989314"," 1.727098"," 1.024556"," 1.803988","-1.773220","-1.635900","-1.146523"
"889.2471687","-0.2460141"," 1.4107266","-0.2405619","-0.3514741","-0.2526419","-0.3200346"
"890.2488195","-0.38958169"," 1.54479779","-0.63538850","-0.33983581","-0.26285720"," 0.08286541"
"891.2470443"," 0.04673647"," 2.44431577"," 0.04335082"," 0.41184723","-3.48726456"," 0.54101426"
"892.2366443"," 1.382000"," 1.133532"," 1.713186","-1.664245","-1.526925","-1.037548"
"906.276502"," 0.7830528","-0.2535873"," 0.6658819"," 0.6159857","-2.9140437"," 1.1027106"
"907.2782575"," 0.7752734","-0.1793829"," 0.6948052"," 0.5683526","-2.8398392"," 0.9807908"
"908.2728381"," 0.41495584","-0.01597388"," 0.83907625"," 0.60921552","-2.67643020"," 0.82915647"
"933.178817"," 1.26762838","-0.04726774"," 2.04274776","-2.84504429","-2.70772406"," 2.28965995"
"934.1713454"," 1.584931"," 1.054002","-1.102000","-1.743775","-1.606454"," 1.813297"
"935.171061"," 1.234771"," 1.079726","-1.076276","-1.718051","-1.580731"," 2.060561"
"953.1681134"," 0.7073530"," 0.6231638"," 1.3379404","-2.1746128","-2.0372925"," 1.5434482"
"963.2701932"," 0.1798669"," 0.2352958"," 0.5810255"," 0.6323336","-2.4251605"," 0.7966389"
"964.2736873","-1.9167660"," 2.6857076"," 0.4351543"," 0.5771398","-2.5000796"," 0.7188439"
"1090.268977"," 2.1274017"," 0.9913526","-1.1646496","-1.8064240","-1.6691037"," 1.5214230"
"1091.271977"," 1.679640"," 1.098450","-1.057552","-1.699326","-1.562006"," 1.540794"
"1095.206713"," 1.0797184"," 3.2244122","-0.4766284","-0.5685201","-4.2501461"," 0.9911641"
"1096.219545"," 1.02038399"," 2.83977379","-2.58315015","-0.03431725","-3.08760434"," 1.84491398"
"1097.205313"," 0.4860866"," 3.4100209","-0.8174594","-0.6197959","-3.2699189"," 0.8110666"
"1098.198977"," 1.630887"," 1.104579","-1.051423","-1.693198","-1.555877"," 1.565032"
"1115.205971"," 2.2288953"," 3.8310955","-1.8804705"," 0.1009518","-2.3849247","-1.8955475"
"1187.303477"," 0.5509235"," 1.4213265","-0.7346756","-1.3764501","-1.2391298"," 1.3780056"
"1193.185618"," 0.4977233"," 2.9841615","-0.5801448","-1.2219192","-1.0845990","-0.5952219"
